txid,timestamp,src_ip,dst_ip,src_port,dst_port,fee,script_type,geo_country,geo_asn,input_addresses,output_addresses,input_amounts,output_amounts
tx_benign_transfer_0289_6415,1788660913,104.28.120.182,104.28.16.5,35072,8333,3e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_90111922,merchant_wallet_16825701,0.41071,0.41062
tx_benign_transfer_0084_6194,1788596770,194.26.123.90,104.28.16.5,48366,8333,0.0001,p2sh,SC,AS51852 - Private Layer,benign_user_46702849,merchant_wallet_48626436,1.7652,1.76512
tx_benign_transfer_0028_9214,1788580489,203.0.113.39,104.28.16.5,32027,8333,6e-05,p2pkh,IR,AS58224 - TIC,benign_user_21318464,merchant_wallet_77719420,1.43343,1.43339
tx_benign_transfer_0209_6301,1788636201,203.0.113.16,104.28.16.5,30718,8333,4e-05,p2sh,IR,AS58224 - TIC,benign_user_29012298,merchant_wallet_24887509,0.51165,0.51161
tx_benign_transfer_0483_5216,1788719824,203.0.113.42,104.28.16.5,55583,8333,4e-05,p2wpkh,IR,AS58224 - TIC,benign_user_61378412,merchant_wallet_62155724,0.6982,0.69814
tx_benign_transfer_0307_5533,1788667211,104.28.216.93,104.28.16.5,34400,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_74418331,merchant_wallet_72122457,0.62298,0.62293
tx_benign_transfer_0005_9254,1788572500,192.0.2.57,104.28.16.5,50155,8333,3e-05,p2sh,NL,AS49981 - WorldStream,benign_user_79987997,merchant_wallet_50484137,0.91148,0.91141
tx_benign_transfer_0357_4450,1788681215,194.26.43.102,104.28.16.5,33375,8333,4e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_83609531,merchant_wallet_17224328,1.65844,1.65834
tx_benign_transfer_0071_3610,1788592491,198.51.100.128,104.28.16.5,46866,8333,6e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_76755908,merchant_wallet_13110670,2.33504,2.33496
tx_benign_transfer_0114_5967,1788605589,194.26.245.233,104.28.16.5,30502,8333,4e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_25745913,merchant_wallet_74279671,1.40154,1.40148
tx_benign_transfer_0313_8989,1788668415,194.26.60.17,104.28.16.5,38662,8333,6e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_99736040,merchant_wallet_37752746,1.21392,1.21386
tx_benign_transfer_0617_7961,1788762110,192.0.2.106,104.28.16.5,33096,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_86299853,merchant_wallet_44008132,2.29408,2.29401
tx_benign_transfer_0274_9973,1788656327,104.28.134.96,104.28.16.5,53006,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_76091781,merchant_wallet_28850770,2.07641,2.07631
tx_benign_transfer_0367_5622,1788685102,104.28.69.33,104.28.16.5,53435,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_41247296,merchant_wallet_22106034,2.42459,2.42456
tx_benign_transfer_0536_5968,1788736619,104.28.122.254,104.28.16.5,58427,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_18873909,merchant_wallet_89279578,1.47208,1.47204
tx_gather_1_972565,1788510191,194.26.40.128,104.28.16.5,49563,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_37321124,gather_deposit_40158811,0.20632,0.20013
tx_benign_transfer_0498_5487,1788724618,194.26.37.194,104.28.16.5,43603,8333,4e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_84277128,merchant_wallet_32146747,1.48678,1.48673
tx_benign_transfer_0081_7723,1788595481,104.28.129.199,104.28.16.5,50036,8333,9e-05,p2sh,US,AS13335 - Cloudflare,benign_user_18359252,merchant_wallet_28533117,0.79109,0.79105
tx_benign_transfer_0745_5079,1788803443,104.28.78.74,104.28.16.5,48888,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_37031585,merchant_wallet_46488536,1.80697,1.80692
tx_benign_transfer_0728_8942,1788798866,104.28.119.18,104.28.16.5,32704,8333,7e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_68750274,merchant_wallet_28824809,2.29367,2.29362
tx_gather_4_527940,1788569633,198.51.100.241,104.28.16.5,49166,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_62958901,gather_deposit_45186708,0.27848,0.27013
tx_cioh_consolidation_3_4585,1788455052,203.0.113.46,104.28.16.5,56972,8333,0.0003,p2wsh,IR,AS58224 - TIC,clustered_entity_72350830;clustered_entity_16740197;clustered_entity_84813739,vault_target_43446826,2.71018;2.62319;2.69076,8.02383
tx_benign_transfer_0322_9369,1788671500,198.51.100.68,104.28.16.5,35495,8333,8e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_70863732,merchant_wallet_90065352,1.50609,1.506
tx_benign_transfer_0279_5482,1788658002,198.51.100.102,104.28.16.5,41234,8333,0.0001,p2pkh,RU,AS12389 - Rostelecom,benign_user_27900864,merchant_wallet_28546206,1.05248,1.05241
tx_benign_transfer_0266_3140,1788653117,104.28.124.236,104.28.16.5,45994,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_69148126,merchant_wallet_16170301,0.95558,0.95552
tx_benign_transfer_0128_2260,1788610301,192.0.2.77,104.28.16.5,35323,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_62231715,merchant_wallet_82553061,1.88311,1.88303
tx_benign_transfer_0571_4305,1788747877,104.28.128.163,104.28.16.5,57765,8333,0.0001,p2wpkh,US,AS13335 - Cloudflare,benign_user_81918425,merchant_wallet_38733345,1.54092,1.54086
tx_geo_anomaly_9_6003,1788487412,185.220.146.159,104.28.16.5,41973,8333,0.0002,p2wpkh,DE,AS205100 - Tor Exit Node,previously_benign_wallet_91823275,recipient_23318904,1.9282,1.89566
tx_benign_transfer_0399_6254,1788693557,104.28.89.153,104.28.16.5,51476,8333,3e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_32717056,merchant_wallet_56938140,1.03982,1.03976
tx_benign_transfer_0410_6395,1788695676,192.0.2.115,104.28.16.5,47767,8333,4e-05,p2sh,NL,AS49981 - WorldStream,benign_user_28599426,merchant_wallet_87984620,1.43652,1.43646
tx_benign_transfer_0372_4568,1788686777,104.28.250.29,104.28.16.5,37732,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_12022353,merchant_wallet_32462726,1.59991,1.59987
tx_benign_transfer_0194_4827,1788632013,194.26.20.242,104.28.16.5,36642,8333,4e-05,p2sh,SC,AS51852 - Private Layer,benign_user_24626086,merchant_wallet_30858851,1.84103,1.84098
tx_benign_transfer_0605_1668,1788758937,104.28.114.92,104.28.16.5,53233,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_76167803,merchant_wallet_25098270,1.76785,1.76779
tx_benign_transfer_0141_9180,1788614457,194.26.36.163,104.28.16.5,39923,8333,5e-05,p2sh,SC,AS51852 - Private Layer,benign_user_30688754,merchant_wallet_66791272,2.07989,2.07986
tx_benign_transfer_0256_1785,1788650941,192.0.2.170,104.28.16.5,33542,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_16473999,merchant_wallet_25541047,1.6044,1.60432
tx_benign_transfer_0010_2099,1788574558,104.28.24.213,104.28.16.5,32797,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_60015814,merchant_wallet_27463800,2.38445,2.38437
tx_benign_transfer_0380_6285,1788689519,192.0.2.105,104.28.16.5,51001,8333,5e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_80222787,merchant_wallet_98434857,1.2489,1.24883
tx_benign_transfer_0068_1981,1788591770,198.51.100.41,104.28.16.5,44404,8333,6e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_37383505,merchant_wallet_55659873,1.71563,1.71558
tx_benign_transfer_0133_8353,1788611824,194.26.143.143,104.28.16.5,46791,8333,6e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_22028437,merchant_wallet_57501571,0.26456,0.26452
tx_gather_0_964998,1788502889,203.0.113.253,104.28.16.5,40037,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_91029073,gather_deposit_88802305,0.16714,0.16213
tx_benign_transfer_0004_5347,1788572028,194.26.14.33,104.28.16.5,54304,8333,6e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_18530615,merchant_wallet_73920651,0.60245,0.6024
tx_benign_transfer_0649_7961,1788772848,194.26.228.34,104.28.16.5,45605,8333,5e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_59565830,merchant_wallet_80632831,2.07281,2.07277
tx_benign_transfer_0714_7974,1788793970,198.51.100.176,104.28.16.5,54662,8333,6e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_82155988,merchant_wallet_50216625,2.0874,2.08735
tx_benign_transfer_0545_3671,1788739633,192.0.2.27,104.28.16.5,37139,8333,4e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_35288872,merchant_wallet_84981433,0.93881,0.93875
tx_benign_transfer_0495_1235,1788723946,203.0.113.45,104.28.16.5,50731,8333,3e-05,p2pkh,IR,AS58224 - TIC,benign_user_23058343,merchant_wallet_71228059,1.54975,1.5497
tx_benign_transfer_0786_8856,1788816405,194.26.71.178,104.28.16.5,54423,8333,4e-05,p2sh,SC,AS51852 - Private Layer,benign_user_34306373,merchant_wallet_61534222,1.27927,1.27924
tx_benign_transfer_0061_7044,1788589726,104.28.120.206,104.28.16.5,48076,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_18824561,merchant_wallet_51512297,1.24011,1.24005
tx_benign_transfer_0837_4796,1788833251,192.0.2.187,104.28.16.5,53798,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_74291216,merchant_wallet_22575001,2.14697,2.14691
tx_benign_transfer_0601_3783,1788757351,185.220.129.127,104.28.16.5,41114,8333,9e-05,p2wpkh,DE,AS205100 - Tor Exit Node,benign_user_22032348,merchant_wallet_52589618,1.40331,1.40324
tx_benign_transfer_0192_7767,1788631639,104.28.180.230,104.28.16.5,42205,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_21395409,merchant_wallet_87949714,2.30397,2.30388
tx_benign_transfer_0260_6416,1788652302,104.28.61.1,104.28.16.5,30417,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_87061479,merchant_wallet_99794603,1.24592,1.24588
tx_benign_transfer_0696_8215,1788786889,104.28.50.162,104.28.16.5,49191,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_15892805,merchant_wallet_13984330,0.08474,0.0847
tx_benign_transfer_0431_2063,1788702993,104.28.75.121,104.28.16.5,34408,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_54185620,merchant_wallet_80739820,2.24485,2.24476
tx_benign_transfer_0689_9337,1788784644,192.0.2.66,104.28.16.5,41645,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_93329195,merchant_wallet_69676465,2.10354,2.10345
tx_benign_transfer_0588_1555,1788754107,203.0.113.71,104.28.16.5,58391,8333,4e-05,p2pkh,IR,AS58224 - TIC,benign_user_73228801,merchant_wallet_65426729,1.58207,1.58198
tx_benign_transfer_0731_2684,1788799606,192.0.2.100,104.28.16.5,52621,8333,5e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_90289763,merchant_wallet_10626224,0.12891,0.12884
tx_benign_transfer_0402_6437,1788693814,194.26.54.190,104.28.16.5,47629,8333,4e-05,p2sh,SC,AS51852 - Private Layer,benign_user_80231557,merchant_wallet_44716489,0.28708,0.28702
tx_cioh_consolidation_1_2389,1788452413,203.0.113.73,104.28.16.5,56890,8333,0.0003,p2wsh,IR,AS58224 - TIC,clustered_entity_99100953;clustered_entity_94951883;clustered_entity_93115778;clustered_entity_54988206;clustered_entity_22534217,vault_target_41523529,1.55547;1.49383;0.87699;1.5776;2.73319,8.23678
tx_benign_transfer_0144_6432,1788615473,104.28.248.204,104.28.16.5,44105,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_44727276,merchant_wallet_39796480,2.45918,2.4591
tx_benign_transfer_0563_8051,1788744651,104.28.226.235,104.28.16.5,33903,8333,6e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_60511038,merchant_wallet_69398880,2.15058,2.15051
tx_benign_transfer_0496_2870,1788724064,192.0.2.128,104.28.16.5,49496,8333,9e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_18470495,merchant_wallet_37198033,2.09003,2.09
tx_benign_transfer_0220_8005,1788639604,192.0.2.23,104.28.16.5,39651,8333,9e-05,p2sh,NL,AS49981 - WorldStream,benign_user_90559564,merchant_wallet_74468586,1.23246,1.23243
tx_geo_anomaly_13_2880,1788490024,198.51.100.140,104.28.16.5,47366,8333,0.0002,p2wpkh,RU,AS12389 - Rostelecom,previously_benign_wallet_96924061,recipient_45652586,0.46818,1.67794
tx_gather_3_656639,1788556640,203.0.113.129,104.28.16.5,48930,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_88862539,gather_deposit_71315464,0.08575,0.08318
tx_benign_transfer_0725_4559,1788797638,104.28.233.127,104.28.16.5,43476,8333,0.0001,p2sh,US,AS13335 - Cloudflare,benign_user_26271298,merchant_wallet_59490380,1.57393,1.57388
tx_benign_transfer_0816_3153,1788827353,194.26.29.246,104.28.16.5,33534,8333,9e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_30876492,merchant_wallet_56187078,1.95304,1.95298
tx_benign_transfer_0834_3189,1788832021,104.28.105.230,104.28.16.5,50037,8333,5e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_94014298,merchant_wallet_11396963,2.36661,2.36652
tx_benign_transfer_0626_7548,1788764460,192.0.2.125,104.28.16.5,46821,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_75485030,merchant_wallet_41125867,1.39022,1.39017
tx_benign_transfer_0238_7709,1788645056,198.51.100.132,104.28.16.5,30657,8333,9e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_11194267,merchant_wallet_73632249,1.62198,1.6219
tx_benign_transfer_0862_6064,1788839536,104.28.49.142,104.28.16.5,36610,8333,7e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_42257238,merchant_wallet_46127119,1.3585,1.35847
tx_benign_transfer_0102_3218,1788602364,185.220.197.165,104.28.16.5,53897,8333,8e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_60259293,merchant_wallet_61335545,1.18546,1.18541
tx_benign_transfer_0757_1105,1788807114,194.26.253.44,104.28.16.5,56751,8333,6e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_19373966,merchant_wallet_66081482,2.32574,2.32568
tx_benign_transfer_0462_8780,1788713891,192.0.2.36,104.28.16.5,36167,8333,7e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_66000400,merchant_wallet_30705405,1.09362,1.09358
tx_benign_transfer_0554_4728,1788742502,198.51.100.105,104.28.16.5,33697,8333,8e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_26591378,merchant_wallet_72532267,2.45344,2.45338
tx_benign_transfer_0294_9426,1788662963,192.0.2.206,104.28.16.5,46670,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_49786693,merchant_wallet_97446634,0.71424,0.71415
tx_benign_transfer_0844_6788,1788834803,203.0.113.168,104.28.16.5,39399,8333,5e-05,p2sh,IR,AS58224 - TIC,benign_user_61639439,merchant_wallet_25087236,0.06976,0.0697
tx_benign_transfer_0535_7809,1788736397,185.220.206.114,104.28.16.5,39457,8333,4e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_66885794,merchant_wallet_65592149,2.18701,2.18697
tx_gather_3_108491,1788545902,203.0.113.145,104.28.16.5,41607,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_44269370,gather_deposit_71315464,0.08575,0.08318
tx_ransom_peel_5_0_4295,1788430464,185.220.113.231,104.28.16.5,56959,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,3J98t1WpEZ73CNmQviecrnyiWrnqRhWNLy,addr_cashout_peel_c5_1;addr_peel_change_c5_hop_1,2.32698,0.22824;2.09849
tx_ransom_peel_0_0_1409,1788422548,185.220.189.27,104.28.16.5,57870,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,addr_cashout_peel_c0_1;addr_peel_change_c0_hop_1,2.10298,0.23539;1.86734
tx_benign_transfer_0868_4421,1788841712,104.28.157.156,104.28.16.5,32457,8333,0.0001,p2sh,US,AS13335 - Cloudflare,benign_user_94260499,merchant_wallet_76776383,1.78478,1.7847
tx_benign_transfer_0183_8034,1788628386,194.26.70.135,104.28.16.5,32092,8333,5e-05,p2sh,SC,AS51852 - Private Layer,benign_user_94226031,merchant_wallet_20344164,0.30396,0.30387
tx_benign_transfer_0488_9849,1788721513,192.0.2.58,104.28.16.5,30108,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_74701849,merchant_wallet_26267678,1.82214,1.82205
tx_benign_transfer_0751_3660,1788805993,198.51.100.50,104.28.16.5,55000,8333,6e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_56785439,merchant_wallet_78398476,2.48126,2.48122
tx_ransom_peel_0_2_1434,1788422668,185.220.108.57,104.28.16.5,54719,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c0_hop_2,addr_cashout_peel_c0_3;addr_peel_change_c0_hop_3,2.26459,0.19031;2.07403
tx_benign_transfer_0896_2528,1788850926,198.51.100.7,104.28.16.5,44333,8333,3e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_30541837,merchant_wallet_13733713,0.40604,0.40599
tx_benign_transfer_0381_4310,1788689561,104.28.28.125,104.28.16.5,36278,8333,4e-05,p2sh,US,AS13335 - Cloudflare,benign_user_96134450,merchant_wallet_62156850,2.08963,2.08959
tx_ransom_peel_5_2_4770,1788430554,185.220.59.18,104.28.16.5,41029,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c5_hop_2,addr_cashout_peel_c5_3;addr_peel_change_c5_hop_3,1.20815,0.19711;1.01079
tx_geo_anomaly_3_4180,1788484955,198.51.100.76,104.28.16.5,47454,8333,0.0002,p2wpkh,RU,AS12389 - Rostelecom,previously_benign_wallet_58436637,recipient_11898961,0.52299,1.46443
tx_benign_transfer_0580_1326,1788751425,192.0.2.15,104.28.16.5,58166,8333,9e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_90745350,merchant_wallet_49994087,1.61429,1.61426
tx_benign_transfer_0267_4669,1788653664,104.28.251.245,104.28.16.5,51949,8333,9e-05,p2sh,US,AS13335 - Cloudflare,benign_user_80209719,merchant_wallet_92978636,1.64088,1.64085
tx_gather_4_963874,1788562878,198.51.100.119,104.28.16.5,49902,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_72858374,gather_deposit_45186708,0.27848,0.27013
tx_benign_transfer_0540_6927,1788737798,104.28.149.124,104.28.16.5,48532,8333,6e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_94288202,merchant_wallet_73893102,0.30719,0.30714
tx_benign_transfer_0877_6245,1788844732,192.0.2.146,104.28.16.5,31026,8333,0.0001,p2pkh,NL,AS49981 - WorldStream,benign_user_18375220,merchant_wallet_58518736,2.37185,2.37181
tx_benign_transfer_0077_3662,1788594241,192.0.2.101,104.28.16.5,50201,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_89688374,merchant_wallet_55147280,1.29361,1.29356
tx_ransom_peel_1_2_2139,1788423907,198.51.100.253,104.28.16.5,42614,8333,0.00025,p2wpkh,RU,AS12389 - Rostelecom,addr_peel_change_c1_hop_2,addr_cashout_peel_c1_3;addr_peel_change_c1_hop_3,1.40356,0.06146;1.34185
tx_benign_transfer_0412_4016,1788696133,203.0.113.82,104.28.16.5,57509,8333,9e-05,p2sh,IR,AS58224 - TIC,benign_user_13957187,merchant_wallet_52773504,0.80057,0.8005
tx_benign_transfer_0537_7791,1788736908,194.26.45.143,104.28.16.5,45142,8333,8e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_36743897,merchant_wallet_34965358,0.23024,0.23018
tx_coinjoin_mixer_3_5351,1788438670,185.220.102.34,104.28.16.5,49830,8333,0.0005,p2sh,DE,AS205100 - Tor Exit Node,mix_in_71367643;mix_in_52436584;mix_in_19736572;mix_in_11250299;mix_in_71510041,clean_out_27778019;clean_out_56843172;clean_out_19233013;clean_out_42787299;clean_out_59597086,0.50205;0.50191;0.50075;0.50184;0.50176,0.5;0.5;0.5;0.5;0.5
tx_gather_4_201913,1788564716,198.51.100.61,104.28.16.5,57614,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_40281491,gather_deposit_45186708,0.27848,0.27013
tx_benign_transfer_0094_5272,1788599405,185.220.99.61,104.28.16.5,44638,8333,8e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_50526484,merchant_wallet_88176558,1.19886,1.19876
tx_benign_transfer_0000_6876,1788571295,198.51.100.16,104.28.16.5,43046,8333,5e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_71031132,merchant_wallet_22304198,0.25739,0.25731
tx_gather_0_531641,1788497687,203.0.113.178,104.28.16.5,56235,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_20796722,gather_deposit_88802305,0.16714,0.16213
tx_benign_transfer_0439_1306,1788705767,104.28.54.148,104.28.16.5,52462,8333,5e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_18886963,merchant_wallet_30039365,1.81516,1.81511
tx_benign_transfer_0130_6347,1788610807,104.28.8.163,104.28.16.5,38956,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_75847681,merchant_wallet_40620216,1.92482,1.92472
tx_benign_transfer_0551_6698,1788741416,104.28.91.42,104.28.16.5,58021,8333,7e-05,p2sh,US,AS13335 - Cloudflare,benign_user_92269619,merchant_wallet_42456869,0.88532,0.88528
tx_benign_transfer_0747_1324,1788804324,194.26.196.98,104.28.16.5,44004,8333,9e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_89884158,merchant_wallet_82101452,1.90321,1.90312
tx_benign_transfer_0802_5081,1788822187,192.0.2.174,104.28.16.5,49945,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_34575873,merchant_wallet_68916214,1.8412,1.84117
tx_benign_transfer_0112_4978,1788604955,192.0.2.66,104.28.16.5,36662,8333,5e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_70369365,merchant_wallet_59805178,1.0471,1.04703
tx_benign_transfer_0569_7900,1788746911,104.28.69.6,104.28.16.5,52805,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_52481834,merchant_wallet_60699081,1.64784,1.64778
tx_benign_transfer_0557_7494,1788743165,104.28.113.134,104.28.16.5,51579,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_29242468,merchant_wallet_62990697,2.49682,2.49676
tx_benign_transfer_0855_1494,1788837920,194.26.38.94,104.28.16.5,34629,8333,4e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_11674728,merchant_wallet_86394469,1.66024,1.6602
tx_scatter_0_4750,1788490859,203.0.113.247,104.28.16.5,58848,8333,0.0005,p2wpkh,IR,AS58224 - TIC,scatter_source_26690465,layer_50814428;layer_64023778;layer_46540265;layer_77172238;layer_82475098;layer_76276072;layer_68755000;layer_20796722;layer_90267122;layer_15350023;layer_67985905;layer_53261270;layer_91029073;layer_43603811;layer_13471527,2.50762,0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714;0.16714
tx_benign_transfer_0195_9780,1788632146,104.28.92.247,104.28.16.5,55242,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_72189327,merchant_wallet_45568761,1.12942,1.12937
tx_benign_transfer_0319_1706,1788670933,192.0.2.33,104.28.16.5,48792,8333,7e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_94495485,merchant_wallet_78805754,1.62168,1.62162
tx_benign_transfer_0100_8484,1788602086,192.0.2.145,104.28.16.5,31891,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_51361818,merchant_wallet_12921981,0.14853,0.14849
